time,tcc_auto,tcc_empi
2026-04-10 00:00:01,100.0,100.0
2026-04-10 00:00:16,100.0,100.0
2026-04-10 00:00:31,100.0,100.0
2026-04-10 00:00:46,100.0,100.0
2026-04-10 00:01:01,100.0,100.0
2026-04-10 00:01:16,100.0,100.0
2026-04-10 00:01:31,100.0,100.0
2026-04-10 00:01:46,100.0,100.0
2026-04-10 00:02:01,100.0,100.0
2026-04-10 00:02:16,100.0,100.0
2026-04-10 00:02:31,100.0,100.0
2026-04-10 00:02:46,100.0,100.0
2026-04-10 00:03:01,100.0,100.0
2026-04-10 00:03:16,100.0,100.0
2026-04-10 00:03:31,100.0,100.0
2026-04-10 00:03:46,100.0,100.0
2026-04-10 00:04:01,100.0,100.0
2026-04-10 00:04:16,100.0,100.0
2026-04-10 00:04:31,100.0,100.0
2026-04-10 00:04:46,100.0,100.0
2026-04-10 00:05:01,100.0,100.0
2026-04-10 00:05:16,100.0,100.0
2026-04-10 00:05:31,100.0,100.0
2026-04-10 00:05:46,100.0,100.0
2026-04-10 00:06:01,100.0,100.0
2026-04-10 00:06:16,100.0,100.0
2026-04-10 00:06:31,100.0,100.0
2026-04-10 00:06:46,100.0,100.0
2026-04-10 00:07:01,100.0,100.0
2026-04-10 00:07:16,100.0,100.0
2026-04-10 00:07:31,100.0,100.0
2026-04-10 00:07:46,100.0,100.0
2026-04-10 00:08:01,100.0,100.0
2026-04-10 00:08:16,100.0,100.0
2026-04-10 00:08:31,100.0,100.0
2026-04-10 00:08:46,100.0,100.0
2026-04-10 00:09:01,100.0,100.0
2026-04-10 00:09:16,100.0,100.0
2026-04-10 00:09:31,100.0,100.0
2026-04-10 00:09:46,100.0,100.0
2026-04-10 00:10:01,100.0,100.0
2026-04-10 00:10:16,100.0,100.0
2026-04-10 00:10:31,100.0,100.0
2026-04-10 00:10:46,100.0,100.0
2026-04-10 00:11:01,100.0,100.0
2026-04-10 00:11:16,100.0,100.0
2026-04-10 00:11:31,100.0,100.0
2026-04-10 00:11:46,100.0,100.0
2026-04-10 00:12:01,100.0,100.0
2026-04-10 00:12:16,100.0,100.0
2026-04-10 00:12:31,100.0,100.0
2026-04-10 00:12:46,100.0,100.0
2026-04-10 00:13:01,100.0,100.0
2026-04-10 00:13:16,100.0,100.0
2026-04-10 00:13:31,100.0,100.0
2026-04-10 00:13:46,100.0,100.0
