time,tcc_auto,tcc_empi,int_time
2026-04-09 00:00:02,87.5,100.0,110.22963217592596
2026-04-09 00:00:17,87.5,100.0,110.20395682870372
2026-04-09 00:00:32,75.0,100.0,110.1782814814815
2026-04-09 00:00:47,87.5,100.0,110.15260613425929
2026-04-09 00:01:02,87.5,100.0,110.12693078703707
2026-04-09 00:01:17,87.5,100.0,110.10125543981484
2026-04-09 00:01:32,87.5,100.0,110.07558009259262
2026-04-09 00:01:47,87.5,100.0,110.0499047453704
2026-04-09 00:02:02,87.5,100.0,110.02422939814818
2026-04-09 00:02:17,87.5,100.0,109.99855405092595
2026-04-09 00:02:32,87.5,100.0,109.97287870370373
2026-04-09 00:02:47,87.5,100.0,109.94720335648151
2026-04-09 00:03:02,87.5,100.0,109.92152800925928
2026-04-09 00:03:17,87.5,100.0,109.89585266203706
2026-04-09 00:03:32,87.5,100.0,109.87017731481484
2026-04-09 00:03:47,87.5,100.0,109.84450196759262
2026-04-09 00:04:02,87.5,100.0,109.8188266203704
2026-04-09 00:04:17,87.5,100.0,109.79315127314817
2026-04-09 00:04:32,87.5,100.0,109.76747592592595
2026-04-09 00:04:47,87.5,100.0,109.74180057870373
2026-04-09 00:05:02,87.5,100.0,109.7161252314815
2026-04-09 00:05:17,87.5,100.0,109.69044988425928
2026-04-09 00:05:32,87.5,100.0,109.66477453703706
2026-04-09 00:05:47,87.5,100.0,109.63909918981484
2026-04-09 00:06:02,87.5,100.0,109.61342384259262
2026-04-09 00:06:17,87.5,100.0,109.58774849537039
2026-04-09 00:06:32,87.5,100.0,109.56207314814817
2026-04-09 00:06:47,87.5,100.0,109.53639780092595
2026-04-09 00:07:02,87.5,100.0,109.51072245370372
2026-04-09 00:07:17,87.5,100.0,109.4850471064815
2026-04-09 00:07:32,87.5,100.0,109.45937175925928
2026-04-09 00:07:47,87.5,100.0,109.43369641203707
2026-04-09 00:08:02,87.5,100.0,109.40802106481485
2026-04-09 00:08:17,87.5,100.0,109.38234571759261
2026-04-09 00:08:32,87.5,100.0,109.3566703703704
2026-04-09 00:08:47,87.5,100.0,109.33099502314818
2026-04-09 00:09:02,87.5,100.0,109.30531967592594
2026-04-09 00:09:17,87.5,100.0,109.27964432870372
2026-04-09 00:09:32,87.5,100.0,109.2539689814815
2026-04-09 00:09:47,87.5,100.0,109.22829363425929
2026-04-09 00:10:02,87.5,100.0,109.20261828703705
2026-04-09 00:10:17,87.5,100.0,109.17694293981484
2026-04-09 00:10:32,87.5,100.0,109.15126759259262
2026-04-09 00:10:47,87.5,100.0,109.1255922453704
2026-04-09 00:11:02,87.5,100.0,109.09991689814817
2026-04-09 00:11:17,87.5,100.0,109.07424155092595
2026-04-09 00:11:32,87.5,100.0,109.04856620370373
2026-04-09 00:11:47,87.5,100.0,109.02289085648151
2026-04-09 00:12:02,87.5,100.0,108.99721550925928
2026-04-09 00:12:17,87.5,100.0,108.97154016203706
2026-04-09 00:12:32,87.5,100.0,108.94586481481484
2026-04-09 00:12:47,87.5,100.0,108.92018946759262
2026-04-09 00:13:02,87.5,100.0,108.89451412037039
2026-04-09 00:13:17,87.5,100.0,108.86883877314817
2026-04-09 00:13:32,87.5,100.0,108.84316342592595
2026-04-09 00:13:47,87.5,100.0,108.81748807870373
2026-04-09 00:14:02,87.5,100.0,108.7918127314815
2026-04-09 00:14:17,87.5,100.0,108.76613738425928
2026-04-09 00:14:32,87.5,100.0,108.74046203703706
2026-04-09 00:14:47,87.5,100.0,108.71478668981484
2026-04-09 00:15:02,87.5,100.0,108.68911134259261
2026-04-09 00:15:17,87.5,100.0,108.66343599537039
2026-04-09 00:15:32,87.5,100.0,108.63776064814817
2026-04-09 00:15:47,87.5,100.0,108.61208530092595
2026-04-09 00:16:02,87.5,100.0,108.58640995370372
2026-04-09 00:16:17,87.5,100.0,108.5607346064815
2026-04-09 00:16:32,87.5,100.0,108.53505925925928
2026-04-09 00:16:47,87.5,100.0,108.50938391203707
2026-04-09 00:17:02,87.5,100.0,108.48370856481483
2026-04-09 00:17:17,87.5,100.0,108.45803321759261
2026-04-09 00:17:32,87.5,100.0,108.4323578703704
2026-04-09 00:17:47,87.5,100.0,108.40668252314816
2026-04-09 00:18:02,87.5,100.0,108.38100717592594
2026-04-09 00:18:17,87.5,100.0,108.35533182870373
2026-04-09 00:18:32,87.5,100.0,108.3296564814815
2026-04-09 00:18:47,87.5,100.0,108.30398113425929
2026-04-09 00:19:02,87.5,100.0,108.27830578703706
2026-04-09 00:19:17,87.5,100.0,108.25263043981484
2026-04-09 00:19:32,87.5,100.0,108.22695509259262
2026-04-09 00:19:47,87.5,100.0,108.20127974537039
2026-04-09 00:20:02,87.5,100.0,108.17560439814817
2026-04-09 00:20:17,87.5,100.0,108.14992905092595
2026-04-09 00:20:32,87.5,100.0,108.12425370370373
2026-04-09 00:20:47,87.5,100.0,108.09857835648151
2026-04-09 00:21:02,87.5,100.0,108.07290300925928
2026-04-09 00:21:17,87.5,100.0,108.04722766203706
2026-04-09 00:21:32,87.5,100.0,108.02155231481484
2026-04-09 00:21:47,87.5,100.0,107.99587696759261
2026-04-09 00:22:02,87.5,100.0,107.97020162037039
2026-04-09 00:22:17,87.5,100.0,107.94452627314817
2026-04-09 00:22:32,87.5,100.0,107.91885092592595
